# format: x, y, z, (trackId)+
413, -66.4614, 377.388, 4919
413, -42.0156, 629.788, 6264
413, 3.46508, 1107.96, 5638
413, 45.3151, 806.096, 4919
413, 92.2619, 870.802, 4684
425, -68.2362, 377.999, 4919
425, -44.6592, 610.241, 6264
425, 4.38127, 1101.57, 5638
425, 45.8062, 806.522, 4919
425, 94.1243, 876.304, 4684
437, -72.3613, 380.984, 4919
437, -47.1148, 594.118, 6264
437, 4.24237, 1093.53, 5638
437, 46.1513, 809.017, 4919
437, 95.303, 881.116, 4684
449, -76.7479, 383.011, 4919
449, -50.3977, 573.613, 6264
449, 4.42019, 1089.37, 5638
449, 45.7646, 810.13, 4919
449, 96.9517, 887.373, 4684
461, -81.2687, 385.809, 4919
461, -52.6288, 556.616, 6264
461, 3.96988, 1081.42, 5638
461, 45.1727, 812.188, 4919
461, 98.247, 891.277, 4684
473, -86.4052, 388.399, 4919
473, -55.9263, 538.532, 6264
473, 3.64992, 1074.89, 5638
473, 44.4199, 813.297, 4919
473, 99.7471, 896.952, 4684
485, -91.7654, 390.663, 4919
485, -59.385, 519.842, 6264
485, 2.82951, 1067.75, 5638
485, 43.5532, 815.16, 4919
485, 100.319, 901.896, 4684
497, -97.4737, 393.819, 4919
497, -63.3441, 496.168, 6264
497, 2.04727, 1063.05, 5638
497, 42.0706, 817.065, 4919
497, 101.404, 906.384, 4684
509, -105.011, 397.512, 4919
509, -65.243, 487.768, 6264
509, 0.53091, 1054.71, 5638
509, 40.5406, 818.848, 4919
509, 102.34, 909.084, 4684
521, -112.206, 398.925, 4919
521, -69.7718, 464.249, 6264
521, -0.474854, 1048.8, 5638
521, 38.2137, 820.526, 4919
521, 102.885, 915.767, 4684
533, -117.875, 401.119, 4919
533, -73.0108, 446.942, 6264
533, -1.84445, 1041.78, 5638
533, 36.083, 821.201, 4919
533, 104.357, 921.365, 4684
545, -126.103, 403.649, 4919
545, -81.8833, 427.412, 6264
545, -4.03266, 1034.74, 5638
545, 34.0949, 822.652, 4919
545, 104.838, 923.912, 4684
557, -137.052, 405.039, 4919
557, -93.2096, 407.466, 6264
557, -5.64649, 1028.98, 5638
557, 29.7152, 824.844, 4919
557, 104.433, 930.348, 4684
569, -137.278, 407.198, 4919
569, -84.9848, 391.201, 6264
569, -8.80385, 1019.65, 5638
569, 27.0539, 826.426, 4919
569, 105.041, 934.348, 4684
581, -142.5, 409.451, 4919
581, -89.099, 371.88, 6264
581, -10.0321, 1016.54, 5638
581, 25.2599, 827.597, 4919
581, 105.232, 939.62, 4684
593, -93.5335, 352.563, 6264
593, -13.3236, 1008.88, 5638
593, 20.0874, 829.938, 4919
593, 105.069, 944.835, 4684
605, -97.4922, 335.386, 6264
605, -16.2087, 1002.04, 5638
605, 16.0026, 831.289, 4919
605, 105.021, 949.755, 4684
617, -102.271, 315.511, 6264
617, -19.3178, 995.961, 5638
617, 11.1543, 832.236, 4919
617, 105.099, 954.733, 4684
629, -106.796, 297.57, 6264
629, -22.9461, 989.041, 5638
629, 6.43368, 834.884, 4919
629, 104.52, 958.854, 4684
641, -111.498, 278.068, 6264
641, -27.1872, 981.234, 5638
641, 1.10666, 836.193, 4919
641, 104.378, 965.343, 4684
653, -116.705, 257.482, 6264
653, -30.1796, 976.122, 5638
653, -4.41973, 837.809, 4919
653, 103.889, 970, 4684
665, -120.746, 241.579, 6264
665, -34.9763, 967.735, 5638
665, -10.9212, 839.435, 4919
665, 103.478, 972.214, 4684
677, -126.886, 218.852, 6264
677, -40.4615, 960.039, 5638
677, -16.7205, 841.58, 4919
677, 102.251, 979.511, 4684
689, -131.459, 202.54, 6264
689, -45.3192, 953.621, 5638
689, -25.2178, 843.601, 4919
689, 101.939, 983.453, 4684
701, -137.282, 182.079, 6264
701, -50.5178, 946.805, 5638
701, -30.9241, 844.664, 4919
701, 100.736, 987.324, 4684
713, -142.768, 162.173, 6264
713, -55.1515, 939.965, 5638
713, -39.0604, 846.868, 4919
713, 99.5614, 994.968, 4684
725, -148.668, 141.144, 6264
725, -62.2147, 931.445, 5638
725, -48.5241, 849.507, 4919
725, 98.3317, 998.951, 4684
740, -155.697, 118.35, 6264
740, -68.2114, 924.856, 5638
740, -58.2539, 851.658, 4919
740, 96.9367, 1004.94, 4684
758, -166.017, 84.7044, 6264
758, -79.295, 911.671, 5638
758, -71.3349, 854.498, 4919
758, 94.8271, 1012.14, 4684
776, -173.545, 61.2617, 6264
776, -96.2925, 859.078, 4919
776, -89.06, 857.499, 4919
776, -91.1482, 900.109, 5638
776, 92.3068, 1020.1, 4684
794, -186.967, 19.2803, 6264
794, -109.282, 861.701, 4919
794, -104.009, 888.131, 5638
794, 89.6387, 1027.16, 4684
812, -190.251, 9.25932, 6264
812, -130.784, 865.82, 4919
812, -119.418, 869.358, 5638
812, 86.216, 1036.77, 4684
830, -150.678, 868.973, 5638
830, -144.3, 867.008, 5638
830, -129.431, 864.894, 5638
830, 84.2664, 1040.78, 4684
848, -175.243, 872.831, 4919
848, -149.17, 848.181, 5638
848, 80.726, 1048.88, 4684
866, -215.058, 879.406, 4919
866, -198.588, 877.047, 4919
866, -154.738, 842.427, 5638
866, 76.2314, 1058.03, 4684
884, -222.86, 880.316, 4919
884, -180.919, 823.483, 5638
884, 73.2814, 1063.31, 4684
902, -200.132, 810.084, 5638
902, -189.258, 817.45, 5638
902, 68.9759, 1072.25, 4684
920, -218.295, 795.326, 5638
920, 63.9829, 1080.35, 4684
938, -234.103, 785.897, 5638
938, 59.8402, 1087.37, 4684
956, -242.5, 773.099, 5638
956, 54.9085, 1094.63, 4684
974, 49.1445, 1102.88, 4684
992, 44.389, 1110.67, 4684
1010, 38.144, 1117.75, 4684
1028, 32.1368, 1125.84, 4684
1046, 24.6656, 1135.95, 4684
1064, 20.5086, 1142.2, 4684
1082, 13.0887, 1149.25, 4684
1100, 4.90129, 1158.73, 4684
1118, -3.34841, 1167.74, 4684
1136, -10.5927, 1175, 4684
1154, -19.1766, 1183.49, 4684
1172, -26.6061, 1190.83, 4684
1190, -36.1115, 1199.85, 4684
325.549, 262.132, 1387.42, 4837
308.918, 290.937, 417.548, 6509
334.336, 270.913, 1389.45, 4837
317.207, 300.581, 417.762, 6509
343.001, 279.906, 1390.23, 4837
327.203, 307.268, 416.803, 6509
