# format: x, y, z, (trackId)+
413, -97.5, 1543.53, 6828
413, -65.2711, 1470.73, 4001
413, -48.031, 1089.87, 4833
413, 34.0081, 1570.92, 5699
425, -62.0612, 1471.06, 4001
425, -43.5183, 1101.79, 4833
425, 41.7863, 1571.24, 5699
437, -57.5303, 1471.71, 4001
437, -39.3397, 1111.62, 4833
437, 48.4733, 1573.99, 5699
449, -107.5, 1363.19, 3990
449, -51.7583, 1471.64, 4001
449, -34.4948, 1122.06, 4833
449, 56.4856, 1576.18, 5699
461, -103.37, 1366.06, 3990
461, -44.5247, 1471.7, 4001
461, -28.5713, 1134.84, 4833
461, 62.1141, 1576.48, 5699
473, -89.1664, 1369.1, 3990
473, -35.6348, 1472, 4001
473, -22.2616, 1146.64, 4833
473, 71.0055, 1577.8, 5699
485, -67.6379, 1373.53, 3990
485, -59.1977, 1376.68, 3990
485, -31.3557, 1472.28, 4001
485, -18.2747, 1153.67, 4833
485, 76.0372, 1580.36, 5699
497, -41.7062, 1379.07, 3990
497, -33.1112, 1381.92, 3990
497, -18.7012, 1472.32, 4001
497, -9.8692, 1168.11, 4833
497, 83.6201, 1581.77, 5699
497, 98.9833, 1406.39, 3990
497, 107.024, 1408.63, 3990
509, -22.2722, 1383.13, 3990
509, -10.9103, 1386.3, 3990
509, 2.05701, 1389.09, 3990
509, 11.4007, 1390.46, 3990
509, 28.4618, 1394.36, 3990
509, 35.7547, 1395.93, 3990
509, 46.3873, 1397.8, 3990
509, 73.6934, 1402.58, 3990
509, -3.57571, 1472.75, 4001
509, -3.83212, 1177.92, 4833
509, 92.9466, 1582, 5699
521, 3.24151, 1473.56, 4001
521, 4.11357, 1191.89, 4833
521, 99.8785, 1583.58, 5699
533, 12.498, 1203.26, 4833
533, 23.0231, 1474.3, 4001
533, 109.23, 1586.66, 5699
545, 19.8466, 1213.08, 4833
545, 38.6732, 1474.86, 4001
545, 52.3162, 1475.97, 4001
545, 117.928, 1587.4, 5699
557, 34.9995, 1227.97, 4833
557, 57.8505, 1475.68, 4001
557, 71.2983, 1475.84, 4001
557, 85.8723, 1476.61, 4001
557, 124.194, 1588.07, 5699
569, 40.5375, 1240.94, 4833
569, 89.6785, 1476.51, 4001
569, 113.199, 1476.82, 4001
569, 125.513, 1477.43, 4001
569, 133.279, 1590.69, 5699
581, 50.6268, 1253.24, 4833
581, 140.734, 1592.74, 5699
593, 59.9246, 1264.95, 4833
593, 147.451, 1592.87, 5699
605, 73.106, 1280.48, 4833
617, 85.3341, 1294.35, 4833
629, 98.7262, 1309.8, 4833
641, 114.095, 1325.38, 4833
653, 133.102, 1344.76, 4833
653, 162.5, 1389.85, 403
665, 148.723, 1360.76, 4833
665, 162.5, 1394.51, 403
677, 170, 1376.78, 4833
677, 167.5, 1399.18, 403
689, 171.951, 1402.32, 4833
701, 172.5, 1406.31, 403
713, 177.148, 1411.21, 403
725, 180.932, 1414.67, 403
740, -187.5, 289.048, 403
740, 185.177, 1420.27, 403
758, -187.32, 292.255, 403
758, 191.357, 1426.71, 403
776, -180.879, 298.792, 403
776, 196.829, 1432.56, 403
794, -171.87, 306.443, 403
794, 202.249, 1437.42, 403
812, -164.598, 312.29, 403
830, -156.369, 318.527, 403
830, 207.5, 1490.05, 4355
848, -144.425, 328.209, 403
848, 212.5, 1498.77, 4355
866, -135.639, 333.921, 403
866, 215.578, 1505.73, 4355
884, -123.356, 341.79, 403
884, 216.371, 1514.53, 4355
902, -113.358, 347.623, 403
902, 217.161, 1522.18, 4355
920, -100.207, 355.377, 403
920, 217.574, 1529.35, 4355
938, -85.1681, 363.211, 403
938, 217.798, 1536.45, 4355
956, -71.6068, 370.865, 403
956, 217.952, 1546.36, 4355
974, -58.4305, 377.959, 403
974, 217.924, 1550.32, 4355
992, -33.4479, 389.542, 403
992, 217.439, 1558.42, 4355
1010, -27.3928, 393.415, 403
1010, 216.861, 1566.71, 4355
1028, -5.38584, 402.997, 403
1028, 215.963, 1575.18, 4355
1046, 12.0293, 410.372, 403
1046, 24.2034, 415.373, 403
1046, 215.346, 1582.27, 4355
1064, -13.4604, 419.581, 403
1064, 32.2413, 420.963, 403
1064, 214.498, 1589.34, 4355
1082, -277.5, 5.31761, 3400
1082, 65.7643, 431.763, 403
1082, 75.1844, 437.164, 403
1082, 213.595, 1596.59, 4355
1100, -282.5, 11.1716, 3400
1100, 83.7438, 440.873, 403
1100, 110.34, 449.457, 403
1100, 211.878, 1605.66, 4355
1118, 113.11, 451.702, 403
1118, 129.398, 457.759, 403
1118, 210.576, 1612.18, 4355
1136, 148.537, 464.121, 403
1136, 158.128, 469.36, 403
1136, 209.496, 1619.49, 4355
1154, 194.343, 481.12, 403
1154, 207.492, 1627.81, 4355
1172, 205.674, 1633.93, 4355
1172, 236.816, 494.589, 403
1172, 261.101, 503.734, 403
1172, 285.322, 510.402, 403
1190, 278.842, 507.557, 403
1190, 295.058, 513.941, 403
398.677, 135.472, 1467.47, 6152
396.416, 139.387, 1311.34, 4355
385.811, 157.755, 1576.03, 6202
334.107, 247.31, 1276.53, 403
334.218, 247.118, 1449.06, 3990
409.91, 140.014, 1474.98, 6152
408.342, 142.731, 1316.31, 4355
396.198, 163.765, 1577.25, 6202
358.515, 229.035, 1286.33, 403
353.102, 238.41, 1445.03, 3990
420.881, 145.013, 1481.22, 6152
420.275, 146.061, 1321.33, 4355
407.061, 168.95, 1580.09, 6202
385.953, 205.51, 1296.03, 403
367.697, 237.129, 1442.38, 3990
431.738, 150.208, 1487.69, 6152
432.153, 149.489, 1326.34, 4355
417.923, 174.136, 1582.05, 6202
398.033, 208.587, 1301.92, 403
386.938, 227.805, 1438.62, 3990
444.177, 152.662, 1331.24, 4355
442.961, 154.769, 1494.2, 6152
428.678, 179.508, 1584.62, 6202
418.096, 197.836, 1309.91, 403
407.706, 215.832, 1433.7, 3990
456.436, 155.43, 1336.9, 4355
454.178, 159.34, 1500.73, 6152
439.558, 184.662, 1587.32, 6202
439.776, 184.286, 1425.13, 3990
437.279, 188.61, 1427.39, 3990
427.623, 205.335, 1430.35, 3990
436.892, 189.282, 1317.12, 403
478.382, 141.418, 1416.72, 3990
461.27, 171.057, 1421.22, 3990
451.905, 187.277, 1425.01, 3990
468.173, 159.101, 1340.86, 4355
465.058, 164.496, 1507.5, 6152
