# format: x, y, z, (trackId)+
413, -5.03459, 616.236, 6200
413, 5.86724, 748.103, 5767
413, 19.314, 983.463, 4040
413, 29.2014, 1495.2, 4691
413, 52.7415, 961.658, 3520
413, 78.0273, 391.379, 3520
425, -6.25157, 607.652, 6200
425, 4.86079, 746.788, 5767
425, 22.4834, 1494.94, 4691
425, 18.3748, 992.564, 4040
425, 51.5942, 963.707, 3520
425, 77.0182, 393.021, 3520
437, -7.35353, 600.304, 6200
437, 8.04589, 1494.8, 4691
437, 3.91575, 745.582, 5767
437, 17.7059, 1004.07, 4040
437, 48.5546, 967.835, 3520
437, 75.3232, 395.767, 3520
449, -13.8066, 1494.37, 4691
449, -8.74267, 592.161, 6200
449, 2.32896, 743.77, 5767
449, 16.9523, 1014.4, 4040
449, 46.3502, 971.223, 3520
449, 73.8308, 398.424, 3520
461, -17.5455, 1494.22, 4691
461, -10.179, 583.758, 6200
461, 0.891943, 742.407, 5767
461, 16.1263, 1025.56, 4040
461, 42.7029, 974.862, 3520
461, 71.8408, 401.138, 3520
473, -36.3635, 1494.13, 4691
473, -11.2838, 577.129, 6200
473, -0.324268, 741.054, 5767
473, 15.2509, 1034.25, 4040
473, 39.2091, 978.339, 3520
473, 69.2712, 401.638, 3520
485, -58.165, 1494.02, 4691
485, -13.1045, 567.397, 6200
485, -1.9698, 739.681, 5767
485, 14.7677, 1045.7, 4040
485, 35.0311, 981.223, 3520
485, 65.5397, 405.191, 3520
497, -86.728, 1493.88, 4691
497, -14.8798, 559.541, 6200
497, -3.55485, 737.955, 5767
497, 13.977, 1054.89, 4040
497, 29.7489, 985.203, 3520
497, 61.6487, 406.797, 3520
509, -115.696, 1493.67, 4691
509, -104.694, 1493.89, 4691
509, -16.2286, 552.836, 6200
509, -5.48422, 736.828, 5767
509, 13.0625, 1065.58, 4040
509, 26.4847, 988.217, 3520
509, 57.4332, 410.114, 3520
521, -127.5, 1493.95, 4691
521, -18.2449, 545.071, 6200
521, -7.29841, 735.437, 5767
521, 11.9415, 1077.25, 4040
521, 18.8062, 993.334, 3520
521, 54.2486, 412.057, 3520
533, -20.2182, 537.05, 6200
533, -9.05817, 733.88, 5767
