# format: x, y, z, (trackId)+
413, -96.9889, 475.486, 76
413, -72.1934, 176.281, 542
413, -67.4824, 126.955, 7061
413, -44.5198, 299.037, 610
413, -13.8383, 58.5727, 1133
413, 7.95341, 1340.52, 6103
413, 57.5, 1350.95, 1336
413, 57.5, 1317.95, 1336
413, 73.8202, 1293.19, 1336
413, 66.4342, 82.4408, 501
425, -102.018, 490.613, 76
425, -71.8457, 112.973, 7061
425, -72.7751, 180.823, 542
425, -46.0153, 307.963, 610
425, -18.9801, 54.7139, 1133
425, 13.4498, 1349.55, 6103
425, 60.3927, 61.0158, 438
425, 68.8418, 84.4382, 501
425, 105, 1302.28, 1336
437, -102.5, 501.433, 76
437, -76.1798, 100.169, 7061
437, -73.5992, 186.682, 542
437, -48.8331, 318.038, 610
437, -23.4331, 50.6255, 1133
437, 20.9661, 1360.93, 6103
437, 67.3954, 85.6139, 501
437, 62.8962, 51.5216, 438
449, -107.285, 515.854, 76
449, -80.1471, 88.7003, 7061
449, -74.5292, 192.598, 542
449, -51.0462, 324.837, 610
449, -31.6809, 45.0323, 1133
449, 23.2699, 1365.32, 6103
449, 70.0084, 89.0187, 501
449, 62.8481, 51.3187, 438
449, 106.976, 9.56379, 1229
461, -112.05, 531.2, 76
461, -85.7207, 72.7396, 7061
461, -75.9287, 197.185, 542
461, -53.6275, 334.551, 610
461, -36.0182, 41.9013, 1133
461, 30.1259, 1375.85, 6103
461, 61.7529, 98.846, 501
461, 70.2141, 93.0709, 501
461, 62.3614, 52.7064, 438
461, 104.43, 8.11376, 1229
461, 112.256, 1598.54, 6146
461, 112.5, 94.2886, 1229
473, -112.5, 541.957, 76
473, -89.7893, 60.9175, 7061
473, -76.2352, 200.886, 542
473, -55.9938, 343.915, 610
473, -45.8214, 36.6786, 1133
473, 36.8804, 1385.56, 6103
473, 62.9315, 54.9232, 438
473, 71.2574, 95.2309, 501
473, 89.5259, 7.06942, 1229
473, 108.074, 1599.17, 6146
473, 110.919, 94.2636, 1229
485, -117.5, 558.278, 76
485, -95.052, 46.8118, 7061
485, -78.1892, 206.943, 542
485, -54.4248, 31.3835, 1133
485, -57.5327, 350.582, 610
485, 43.8592, 1394.66, 6103
485, 63.3094, 56.3967, 438
485, 81.2794, 7.16157, 1229
485, 71.7122, 98.0484, 501
485, 89.7379, 1601.79, 6146
485, 103.716, 92.6464, 1229
497, -117.5, 567.651, 76
497, -99.8357, 33.3784, 7061
497, -78.7693, 212.008, 542
497, -65.193, 26.2914, 1133
497, -60.4494, 358.843, 610
497, 50.753, 1403.06, 6103
497, 62.0031, 4.64353, 1229
497, 65.6301, 1603.89, 6146
497, 75.6009, 1603.31, 6146
497, 64.5901, 57.1178, 438
497, 72.1473, 99.7654, 1229
497, 95.1916, 90.345, 1229
509, -122.39, 1614.86, 6146
509, -114.051, 1613.32, 6146
509, -122.5, 583.491, 76
509, -104.647, 20.9099, 1133
509, -77.1934, 20.2291, 1133
509, -79.5724, 216.513, 542
509, -63.0441, 369.059, 610
509, 31.7263, 1603.95, 6146
509, 47.9419, 1603.95, 6146
509, 55.1195, 1603.95, 6146
509, 39.0971, 2.52799, 1229
509, 49.4326, 3.193, 1229
509, 60.6869, 1414.75, 6103
509, 64.3601, 60.4499, 438
509, 73.1033, 101.334, 1229
509, 83.484, 90.4781, 1229
509, 117.896, 200.403, 1229
509, 122.5, 1381.05, 1790
509, 122.5, 11.631, 1229
521, -121.113, 1614.58, 6146
521, -107.165, 1613.62, 6146
521, -95.0056, 1611.89, 6146
521, -70.109, 1609.72, 6146
521, -53.1807, 1609.56, 6146
521, -44.2636, 1609.45, 6146
521, -29.139, 1609.34, 6146
521, -10.95, 1608.25, 6146
521, 18.811, 1604.56, 6146
521, 26.2799, 1604.01, 6146
521, -127.5, 598.461, 76
521, -109.616, 7.86871, 1133
521, -88.1553, 15.238, 1133
521, -80.6061, 221.988, 542
521, -65.1895, 380.876, 610
521, 17.3009, 1.38748, 1229
521, 65.1544, 60.865, 438
521, 68.3303, 1423.59, 6103
521, 71.9051, 92.4497, 1229
521, 107.188, 198.855, 1229
521, 126.255, 12.1083, 1229
521, 126.831, 1481.17, 6146
521, 125.201, 1385.29, 1790
521, 126.573, 288.117, 1229
533, -109.351, 5.82551, 1133
533, -81.5846, 227.47, 542
533, -68.1937, 1609.56, 6146
533, -50.3655, 1609.51, 6146
533, -31.2321, 1609.21, 6146
533, -69.2491, 389.103, 610
533, -6.42811, 0.448205, 1229
533, 54.0186, 88.1619, 1229
533, 64.8245, 61.5575, 438
533, 76.547, 1432.52, 6103
533, 73.1048, 107.083, 501
533, 97.9559, 197.811, 1229
533, 117.76, 1482.06, 6146
533, 127.029, 1386.74, 1790
533, 122.126, 287.133, 1229
533, 123.753, 13.9255, 1229
545, -115.334, 4.50137, 1133
545, -81.6446, 231.729, 542
545, -71.1895, 397.186, 610
545, 21.5829, 85.0775, 1229
545, 40.2728, 87.0677, 1229
545, 65.8471, 64.8352, 438
545, 73.159, 109.572, 501
545, 86.9958, 1443.78, 6103
545, 83.4483, 197.876, 1229
545, 99.0692, 1483.46, 6146
545, 105.482, 1483.05, 6146
545, 122.997, 1392.68, 1790
545, 115.633, 287.046, 1229
545, 120.336, 14.9564, 1229
545, 131.224, 307.23, 1229
557, -137.5, 645.366, 76
557, -82.0577, 236.236, 542
557, -73.9145, 404.607, 610
557, 17.4773, 85.5379, 1229
557, 64.0748, 63.9498, 438
557, 75.4436, 195.978, 1229
557, 73.5912, 113.765, 501
557, 79.8619, 1486.62, 6146
557, 89.49, 1484.47, 6103
557, 104.566, 285.901, 1229
557, 121.076, 1397.87, 1790
557, 116.775, 15.184, 1229
557, 130.235, 308.286, 1229
569, -82.5922, 241.359, 542
569, -76.5271, 413.233, 610
569, -11.8564, 83.6424, 1229
569, 14.5435, 85.2455, 1229
569, 60.5935, 1488.37, 6146
569, 54.7277, 194.876, 1229
569, 65.1048, 65.7438, 438
569, 74.2424, 114.163, 501
569, 95.2422, 285.577, 1229
569, 103.996, 1462.35, 6103
569, 111.956, 15.5648, 1229
