413, -97.5, 1636.38, 1151
413, -96.9606, 545.991, 2728
413, -80.7589, 547.428, 2728
413, -73.0982, 547.686, 18
413, -51.3107, 552.367, 625
413, -24.2917, 547.886, 2728
413, -2.51276, 548.965, 2758
413, 6.31499, 547.933, 2758
413, -90.9351, 394.21, 7626
413, -89.3687, 113.954, 608
413, -90.041, 84.0446, 2727
413, -95.489, 5.39028, 1139
413, -74.848, 733.318, 816
413, -69.5146, 249.097, 3296
413, -52.8947, 228.936, 3296
413, -74.354, 1326.86, 785
413, -73.0939, 1177.82, 199
413, -66.0301, 408.152, 36
413, -64.7778, 7.43868, 7627
413, -67.5, 1155.17, 199
413, -60.0883, 510.837, 18
413, -43.0476, 518.42, 625
413, -59.7341, 77.4257, 563
413, -43.9732, 253.098, 7627
413, -39.6121, 636.563, 1302
413, -35.2361, 54.5898, 360
413, -29.8335, 1058.8, 7627
413, -32.5645, 856.067, 775
413, -28.762, 697.759, 7627
413, -25.2547, 463.828, 11004
413, -27.5, 833.073, 775
413, -22.4728, 820.372, 775
413, -17.5, 832.896, 775
413, -11.7126, 88.7221, 1038
413, -4.62029, 689.942, 96
413, -1.53708, 9.32478, 5475
413, 0.686131, 802.768, 433
413, 7.5, 806.03, 433
413, 0.355749, 304.977, 1005
413, 4.09581, 264.269, 523
413, 8.45792, 515.903, 2758
413, 4.47387, 194.937, 1122
413, 13.4568, 1342, 7627
413, 16.3699, 47.9735, 11542
413, 17.123, 633.332, 942
413, 18.9784, 3.53507, 5483
413, 17.5, 715.818, 2728
413, 20.6824, 690.042, 2728
413, 19.6954, 601.696, 2728
413, 17.5, 573.626, 2728
413, 22.5, 660.635, 942
413, 29.1532, 339.078, 800
413, 40.7123, 610.93, 9101
413, 46.4981, 1550.8, 1168
413, 49.7235, 801.314, 11934
413, 45.6528, 17.2038, 113
413, 51.3325, 687.675, 813
413, 50.8133, 348.823, 1081
413, 67.8789, 583.967, 708
413, 68.3159, 191.885, 1328
413, 85.9819, 81.8282, 187
413, 95.0963, 71.5949, 187
413, 86.4525, 609.744, 182
413, 97.5, 183.139, 1056
425, -102.5, 393.054, 7626
425, -94.8748, 85.0463, 2727
425, -95.1323, 4.50875, 1139
425, -89.5558, 115.101, 608
425, -81.8104, 250.69, 3296
425, -58.9686, 235.159, 3296
425, -76.1325, 1216.92, 199
425, -78.2577, 760.328, 816
425, -74.2407, 1359.94, 785
425, -72.5, 1377.7, 785
425, -72.5, 1193.52, 199
425, -68.9715, 419.712, 36
425, -61.8255, 525.504, 18
425, -62.3241, 78.7963, 48
425, -63.8291, 8.05502, 7627
425, -54.4846, 578.608, 1165
425, -42.0169, 536.603, 625
425, -41.2419, 256.995, 7627
425, -38.8034, 652.819, 1302
425, -36.7144, 55.8754, 360
425, -31.9162, 885.252, 1021
425, -24.8659, 844.954, 775
425, -25.969, 476.683, 11004
425, -24.0796, 1061.65, 7627
425, -27.5, 844.954, 775
425, -24.5617, 700.921, 7627
425, -6.1669, 708.634, 96
425, -17.5, 862.701, 775
425, -10.7563, 91.5495, 1038
425, -4.6607, 9.53542, 5475
425, 1.73751, 824.309, 433
425, 4.04986, 310.253, 1005
425, 6.12416, 273.161, 523
425, 5.61042, 199.735, 1122
425, 15.7508, 532.671, 2758
425, 16.4776, 49.2137, 11542
425, 18.7128, 655.464, 942
425, 28.275, 1347.9, 7627
425, 29.1638, 346.174, 800
425, 39.754, 1539.23, 1168
425, 40.901, 625.334, 9101
425, 50.6733, 357.637, 1081
425, 47.34, 15.3384, 113
425, 51.1193, 703.597, 813
425, 60.6124, 839.19, 11934
425, 67.809, 598.498, 708
425, 70.5284, 196.407, 1328
425, 89.3308, 627.901, 182
425, 91.6436, 83.5835, 187
425, 102.5, 1241.31, 4961
425, 102.5, 476.454, 2728
425, 102.5, 448.632, 2728
425, 102.5, 189.836, 1056
437, -91.676, 252.298, 3296
437, -74.0917, 246.719, 3296
437, -104.298, 86.3735, 2727
437, -94.8483, 4.18263, 1139
437, -90.8618, 116.828, 4931
437, -81.8074, 788.793, 816
437, -79.3889, 1253.73, 199
437, -74.1503, 1391.79, 785
437, -76.6941, 1231.59, 199
