# format: x, y, z, (trackId)+
413, -87.6703, 1178.82, 7035
413, -94.8985, 123.644, 519
413, -69.8581, 278.401, 540
413, -49.045, 1357.84, 602
413, -47.8985, 139.21, 543
413, -37.8445, 9.43371, 637
413, -27.2985, 1122.28, 500
413, -17.411, 851.852, 163
413, -4.96266, 342.7, 6504
413, 22.3989, 888.005, 8370
413, 26.4732, 185.846, 621
413, 30, 427.278, 7035
413, 58.5297, 420.147, 7035
413, 92.2545, 34.8999, 480
425, -102.5, 1032.67, 6583
425, -100.562, 128.742, 519
425, -75.0333, 1169.07, 7035
425, -67.436, 1163.89, 7035
425, -71.6879, 286.779, 540
425, -45.9821, 1353.82, 602
425, -48.9336, 141.104, 543
425, -40.2758, 1174.93, 500
425, -35.6359, 10.7681, 637
425, -18.8671, 881.559, 163
425, -4.20979, 343.729, 6504
425, 22.2619, 895.605, 8370
425, 29.0861, 193.111, 621
425, 93.0544, 35.1213, 480
437, -102.373, 1036.69, 6583
437, -102.068, 132.56, 519
437, -73.9014, 295.82, 540
437, -48.9804, 1152.41, 7035
437, -52.9588, 1217.52, 500
437, -49.4506, 145.631, 543
437, -42.2741, 1348.02, 602
437, -34.4143, 11.516, 637
437, -20.0084, 905.286, 163
437, -3.69186, 344.983, 6504
437, 21.9314, 903.76, 8370
437, 30.305, 196.662, 621
437, 95.4098, 36.8144, 480
449, -101.331, 1046.83, 6583
449, -107.155, 134.599, 519
449, -75.5876, 303.209, 540
449, -64.8095, 1253.22, 500
449, -50.2143, 152.115, 543
449, -27.8378, 1139.2, 7035
449, -10.1868, 1127.35, 7035
449, -39.4531, 1341.9, 602
449, -32.949, 11.9689, 637
449, -21.4943, 926.904, 163
449, -2.56679, 344.997, 6504
449, 21.4257, 910.924, 8370
449, 17.5, 1108.95, 7035
449, 33.1915, 204.8, 621
449, 105, 1062.27, 7035
449, 97.3487, 37.3094, 480
461, -112.196, 138.828, 519
461, -112.5, 116.537, 447
461, -99.0562, 1053.73, 6583
461, -78.393, 1295.69, 500
461, -79.2776, 313.908, 540
461, -50.7705, 154.107, 543
461, -37.2282, 1338.38, 602
461, -30.9223, 12.4328, 637
461, -22.8959, 959.583, 163
461, 3.90053, 1119.93, 7035
461, 16.3147, 1111.78, 7035
461, 37.7566, 1100.41, 7035
461, 59.3842, 1089.21, 7035
461, 65.0234, 1082.6, 7035
461, 86.162, 1071.93, 7035
461, 110.048, 1059.28, 7035
461, -2.15525, 347.271, 6504
461, 20.7845, 918.616, 8370
461, 34.4847, 208.239, 621
461, 97.9794, 38.0381, 480
473, -112.5, 118.184, 447
473, -94.246, 1343.15, 500
473, -95.3722, 1065.36, 6583
473, -81.3886, 317.937, 540
473, -50.9899, 159.221, 543
473, -35.214, 1333.42, 602
473, -29.8618, 12.4521, 637
473, -24.645, 983.336, 163
473, -0.874062, 346.718, 6504
473, 20.296, 925.825, 8370
473, 36.5157, 214.833, 621
473, 100.124, 39.0462, 480
485, -115.549, 1403.56, 500
485, -117.5, 146.454, 519
485, -117.5, 121.874, 447
485, -92.9665, 1072.96, 6583
485, -84.4588, 327.887, 540
485, -50.7652, 164.152, 543
485, -32.8664, 1327.85, 602
485, -32.5, 1011.42, 163
485, -25.6942, 1000.8, 163
485, -26.8401, 13.5832, 637
485, 0.438061, 348.716, 6504
485, 19.9629, 934.753, 8370
485, 38.5542, 219.739, 621
485, 99.9157, 40.0971, 480
497, -116.447, 1407.52, 500
497, -117.5, 125.878, 447
497, -90.148, 1081.5, 6583
497, -86.7154, 336.248, 540
497, -51.6456, 168.167, 543
497, -31.2657, 1323.7, 602
497, -27.7953, 1034.4, 163
497, -24.7989, 15.9047, 637
497, 1.43358, 348.768, 6504
497, 19.5389, 940.796, 8370
497, 40.8886, 225.096, 621
497, 102.535, 40.1283, 480
509, -122.5, 129.848, 447
509, -87.0884, 1091.19, 6583
509, -89.0831, 342.259, 540
509, -52.1438, 171.708, 543
509, -29.8907, 1317.37, 602
509, -29.3718, 1056.31, 163
509, -22.733, 15.189, 637
509, 3.57505, 348.702, 6504
509, 17.5244, 948.461, 8370
509, 44.8414, 230.37, 621
509, 104.406, 43.1118, 480
521, -126.753, 130.746, 447
521, -91.8609, 353.074, 540
521, -84.8076, 1099.64, 6583
521, -52.3162, 174.691, 543
521, -30.7388, 1082.34, 163
521, -28.8671, 1312.36, 602
521, -18.4105, 17.0397, 637
521, 4.45731, 349.246, 6504
521, 15.3628, 956.785, 8370
521, 46.3982, 236.844, 621
521, 105.29, 42.552, 480
533, -126.859, 133.249, 447
533, -94.0528, 359.735, 540
533, -81.4674, 1109.96, 6583
533, -52.7506, 178.863, 543
533, -32.8142, 1107.77, 163
533, -28.0717, 1307.5, 602
533, -16.5621, 16.5695, 637
533, 5.99507, 351.113, 6504
533, 14.7882, 963.514, 8370
533, 48.2742, 240.186, 621
533, 106.626, 42.7763, 480
545, -131.054, 136.161, 447
545, -96.7638, 368.043, 540
545, -79.4939, 1117.36, 6583
545, -53.4715, 183.502, 543
545, -34.5967, 1133.28, 163
545, -27.3043, 1303.75, 602
545, -14.2319, 17.2473, 637
545, 8.87629, 351.738, 6504
545, 12.4036, 971.185, 8370
545, 51.4273, 247.542, 621
545, 108.535, 44.3663, 480
557, -133.74, 139.029, 447
557, -99.1779, 376.417, 540
557, -76.7158, 1125.99, 6583
557, -52.893, 186.971, 543
557, -36.4442, 1159.93, 163
557, -26.9787, 1298.16, 602
557, -10.9554, 18.1832, 637
557, 10.1619, 979.442, 8370
557, 9.69954, 352.19, 6504
557, 53.6437, 251.327, 621
557, 108.875, 45.2483, 480
569, -135.295, 142.744, 447
569, -102.013, 384.083, 540
569, -74.2072, 1135.61, 6583
569, -53.25, 193.066, 543
569, -38.6049, 1185.22, 163
569, -26.922, 1292.42, 602
569, -8.5807, 19.5127, 637
