# format: x, y, z, (trackId)+
413, 67.1251, 1454.47, 4047
425, 69.7683, 1456.05, 4047
437, 71.7365, 1458.07, 4047
449, 74.5688, 1460.45, 4047
461, 76.9798, 1461.93, 4047
473, 79.3975, 1465.05, 4047
485, 81.7937, 1466.72, 4047
497, 84.5055, 1469.92, 4047
509, 86.7301, 1471.79, 4047
521, 89.0192, 1473.08, 4047
533, 91.2749, 1475.87, 4047
545, 93.6497, 1477.67, 4047
557, 96.1021, 1480.56, 4047
569, 97.5413, 1482.37, 4047
581, 99.9456, 1483.91, 4047
593, 102.058, 1487.23, 4047
605, 104.113, 1488.42, 4047
617, 106.292, 1491.85, 4047
617, 152.5, 1082.37, 4363
629, -133.285, 1454.49, 6033
629, -115.332, 1459.77, 6033
629, -107.601, 1462.25, 6033
629, -123.302, 1400.15, 6033
629, -115.359, 1403.99, 6033
629, -118.544, 1333.31, 6033
629, -109.749, 1339.58, 6033
629, -133.297, 1159.46, 6033
629, -115.189, 1166.72, 6033
629, -123.511, 1250.36, 6033
629, -112.033, 1258.5, 6033
629, 108.201, 1493.64, 4047
629, 157.5, 1073.7, 4363
641, -150.019, 1448.02, 6033
641, -143.92, 1449.91, 6033
641, -144.373, 1393.17, 6033
641, -145.479, 1153.41, 6033
641, -141.869, 1522.22, 6033
641, -132.908, 1530.94, 6033
641, -110.434, 1540.58, 6033
641, -143.021, 1324.4, 6033
641, -142.523, 1238.81, 6033
641, -129.19, 1630.28, 6033
641, -111.739, 1114.11, 6033
641, -119.469, 1066.05, 6033
641, -117.549, 810.437, 6033
641, -117.471, 996.323, 6033
641, -118.899, 904.844, 6033
641, -114.666, 622.14, 6033
641, -113.832, 436.188, 6033
641, -101.914, 1465.49, 6033
641, -98.7959, 1408.73, 6033
641, -98.0373, 1266.78, 6033
641, -97.3814, 1174.91, 6033
641, -96.2664, 1344.36, 6033
641, 110.464, 1495.31, 4047
641, 157.5, 1066.58, 4363
653, -153.31, 1446.21, 6033
653, -150.678, 1149.2, 6033
653, -145.434, 1621.89, 6033
653, -148.092, 1517.89, 6033
653, -150.656, 1389.01, 6033
653, -149.611, 1317.78, 6033
653, -148.445, 1233.15, 6033
653, -135.676, 1108.32, 6033
653, -101.495, 1117.27, 6033
653, -137.655, 1056.91, 6033
653, -129.621, 1062.19, 6033
653, -118.266, 1066.67, 6033
653, -101.387, 1073.31, 6033
653, -133.983, 893.082, 6033
653, -118.604, 904.766, 6033
653, -105.548, 916.622, 6033
653, -132.151, 800.182, 6033
653, -107.758, 819.668, 6033
653, -116.321, 997.011, 6033
653, -125.133, 710.781, 6033
653, -104.444, 727.087, 6033
653, -125.582, 614.324, 6033
653, -101.124, 632.242, 6033
653, -121.983, 144.932, 6033
653, -119.597, 62.9224, 6033
653, -126.587, 520.968, 6033
653, -109.666, 535.36, 6033
653, -121.074, 427.383, 6033
653, -107.862, 439.388, 6033
653, -111.93, 343.512, 6033
653, -119.045, 243.281, 6033
653, -96.4867, 1550.06, 6033
653, -92.532, 1471.76, 6033
653, -91.3632, 1412.84, 6033
653, -91.6447, 1274.73, 6033
653, -92.4091, 1180.36, 6033
653, -90.8677, 1349.3, 6033
653, 111.774, 1497.8, 4047
653, 162.433, 1060.07, 4363
665, -152.482, 1510.57, 6033
665, -154.92, 1443.84, 6033
665, -152.284, 1383.05, 6033
665, -152.058, 1145.5, 6033
665, -150.166, 1614.66, 6033
665, -149.483, 1313.59, 6033
665, -149.19, 1226.91, 6033
665, -142.074, 1105.13, 6033
665, -140.677, 1053.35, 6033
665, -136.561, 978.709, 6033
665, -139.271, 883.519, 6033
665, -138.377, 789.865, 6033
665, -134.546, 695.723, 6033
665, -136.035, 130.385, 6033
665, -106.498, 160.758, 6033
665, -137.957, 45.4472, 6033
665, -135.097, 600.493, 6033
665, -131.426, 510.297, 6033
665, -131.717, 322.484, 6033
665, -133.048, 224.523, 6033
665, -129.446, 413.226, 6033
665, -103.364, 354.977, 6033
665, -103.789, 77.3925, 6033
665, -100.22, 831.645, 6033
665, -100.549, 736.173, 6033
665, -99.6148, 267.126, 6033
665, -107.5, 254.721, 6033
665, -97.8246, 1012.51, 6033
665, -99.5123, 923.505, 6033
665, -97.757, 637.757, 6033
665, -97.792, 551.101, 6033
665, -97.3553, 454.931, 6033
665, -92.8607, 1558.15, 6033
665, -92.1118, 1278.76, 6033
665, -92.4376, 1186.17, 6033
665, -95.8878, 1120.83, 6033
665, -95.7538, 1079.58, 6033
665, -91.4762, 1476.49, 6033
665, -89.9793, 1417.33, 6033
665, -90.3406, 1354, 6033
665, 114.128, 1499.89, 4047
665, 162.5, 1051.89, 4363
677, -150.794, 1439.56, 6033
677, -148.345, 1606.88, 6033
677, -150.232, 1505.54, 6033
677, -146.647, 1378.18, 6033
677, -142.44, 1307.19, 6033
677, -141.909, 1218.97, 6033
677, -146.308, 1140.16, 6033
677, -140.684, 1101.94, 6033
677, -141.146, 1047.93, 6033
677, -137.875, 32.6343, 6033
677, -136.326, 969.288, 6033
677, -137.998, 875.076, 6033
677, -124.946, 861.454, 6033
677, -136.753, 780.62, 6033
677, -135.719, 689.362, 6033
677, -135.734, 119.115, 6033
677, -133.744, 591.45, 6033
677, -130.493, 498.779, 6033
677, -131.53, 310.809, 6033
677, -100.346, 274.59, 6033
677, -132.433, 213.677, 6033
677, -125.468, 398.181, 6033
677, -103.944, 372.491, 6033
677, -101.412, 747.591, 6033
677, -99.0827, 469.003, 6033
677, -103.761, 174.495, 6033
677, -103.743, 88.5182, 6033
677, -108.759, 2.03855, 6033
677, -97.8657, 1285.92, 6033
677, -100.799, 934.638, 6033
677, -102.185, 841.486, 6033
677, -97.5104, 650.988, 6033
677, -99.7536, 561.364, 6033
677, -93.4458, 1420.63, 6033
677, -85.3966, 1358.09, 6033
677, -96.3572, 1192.73, 6033
677, -99.3034, 1124.4, 6033
