# format: x, y, z, (trackId)+
413, -6.01058, 1579.16, 5500
413, 78.2645, 1435.06, 6178
413, 88.1665, 1212.78, 5821
425, -1.74855, 1584.78, 5500
425, 79.134, 1436.72, 6178
425, 89.6853, 1234.57, 5821
437, 1.99461, 1590.05, 5500
437, 80.3008, 1437.17, 6178
437, 91.0533, 1259.66, 5821
449, 6.29925, 1594.62, 5500
449, 80.2565, 1437.91, 6178
449, 91.5937, 1274.02, 5821
449, 97.5, 1287.34, 5821
461, 11.6175, 1599.98, 5500
461, 81.1102, 1438.36, 6178
461, 93.5188, 1302.03, 5821
473, 16.8178, 1605.38, 5500
473, 81.4124, 1439.09, 6178
473, 94.4334, 1321.87, 5821
485, 23.5136, 1610.29, 5500
485, 82.1384, 1439.48, 6178
485, 95.0772, 1345.4, 5821
497, 30.6313, 1616.16, 5500
497, 82.4013, 1439.89, 6178
497, 95.897, 1369.41, 5821
509, 36.3415, 1620.88, 5500
509, 82.2532, 1440.3, 6178
509, 96.3468, 1390.07, 5821
521, 47.2532, 1628.04, 5500
521, 82.0574, 1442.52, 5821
521, 101.73, 1413.22, 1896
521, 127.5, 1559.75, 1896
521, 127.5, 1534.95, 1896
521, 127.5, 1515.18, 1896
521, 127.5, 1488.24, 1896
521, 127.5, 1461.01, 1896
521, 127.5, 1149.87, 1896
521, 127.5, 1084.7, 1896
533, 52.0487, 1632.11, 5500
533, 81.8266, 1442.77, 5821
533, 97.1942, 1440.32, 5821
533, 127.5, 1513.11, 1896
545, 60.6758, 1636.8, 5500
545, 81.0149, 1443.58, 6178
545, 97.7241, 1457.22, 5821
557, 80.7888, 1443.89, 6178
557, 97.9573, 1483.62, 5821
569, 79.9978, 1444.39, 6178
569, 97.9659, 1505.78, 5821
581, 78.8023, 1444.94, 6178
581, 98.0246, 1524.57, 5821
593, 78.3305, 1445.18, 6178
593, 97.786, 1546.96, 5821
605, 76.4011, 1445.72, 6178
605, 97.5153, 1574.15, 5821
617, 75.3183, 1447.56, 6178
617, 92.5, 1599.35, 5821
617, 97.4129, 1588.88, 5821
629, 73.8428, 1448.57, 6178
629, 96.5994, 1615.47, 5821
641, 71.867, 1449.06, 6178
641, 96.1285, 1633.14, 5821
653, 70.0634, 1449.6, 6178
665, 67.7975, 1449.9, 6178
665, 162.5, 452.746, 4989
677, 65.717, 1450.17, 6178
677, 166.414, 452.393, 4989
689, 63.9142, 1450.49, 6178
689, 166.71, 449.41, 4989
701, 60.6341, 1451.09, 6178
701, 165.326, 444.686, 4989
713, 58.4323, 1452.51, 6178
713, 163.829, 442.058, 4989
725, 54.8318, 1453.3, 6178
725, 162.442, 439.239, 4989
740, 51.6819, 1454.35, 6178
740, 159.44, 431.498, 4989
758, 46.834, 1455.06, 6178
758, 156.441, 427.692, 4989
776, 41.8793, 1455.35, 6178
776, 151.955, 420.797, 4989
794, 36.0602, 1455.89, 6178
794, 149.729, 416.738, 4989
812, 29.949, 1456.91, 6178
812, 144.648, 410.007, 4989
830, 22.7931, 1458.71, 6178
830, 139.072, 403.669, 4989
848, 15.7477, 1460.23, 6178
848, 135.68, 397.863, 4989
866, 9.14286, 1460.48, 6178
866, 130.845, 392.796, 4989
866, 217.5, 247.134, 6174
884, 1.4245, 1461.2, 6178
884, 125.563, 387.296, 4989
884, 222.5, 216.877, 6174
902, -7.21386, 1461.35, 6178
902, 120.239, 381.372, 4989
902, 227.448, 188.73, 6174
920, -16.3725, 1462.84, 6178
920, 114.976, 374.62, 4989
920, 231.91, 163.721, 6174
938, -23.906, 1464.03, 6178
938, 106.399, 367.72, 4989
938, 235.452, 137.681, 6174
956, -35.3175, 1465.87, 6178
956, 100.428, 363.182, 4989
956, 238.672, 110.713, 6174
974, -45.5567, 1466.45, 6178
974, 92.879, 356.374, 4989
974, 239.966, 87.5685, 6174
992, -58.4667, 1467.03, 6178
992, 84.0549, 349.508, 4989
992, 240.73, 61.6513, 6174
1010, -65.1014, 1467.32, 6178
1010, 79.2004, 345.177, 4989
1010, 242.475, 40.4049, 6174
1028, -78.5798, 1469.27, 6178
1028, 70.2764, 338.251, 4989
1028, 244.413, 14.7049, 6174
1046, -206.257, 1171.38, 6202
1046, -207.57, 1054.24, 6202
1046, -212.5, 740.454, 6202
1046, -203.782, 527.987, 6202
1046, -203.684, 406.805, 6202
1046, -203.759, 19.9535, 6202
1046, -89.8049, 1470.72, 6178
1046, 60.7536, 332.689, 4989
1046, 244.675, 2.34051, 6174
1064, -221.254, 754.122, 6202
1064, -208.981, 737.125, 6202
1064, -221.858, 547.911, 6202
1064, -198.612, 523.714, 6202
1064, -187.784, 511.503, 6202
1064, -212.695, 294.541, 6202
1064, -198.31, 275.359, 6202
1064, -221.305, 951.559, 6202
1064, -201.487, 933.404, 6202
1064, -220.584, 858.17, 6202
1064, -200.402, 837.031, 6202
1064, -211.573, 643.188, 6202
1064, -219.779, 423.992, 6202
1064, -203.377, 407.233, 6202
1064, -185.511, 391.193, 6202
1064, -220.517, 169.399, 6202
1064, -197.761, 144.672, 6202
1064, -223.392, 33.8165, 6202
1064, -194.172, 2.98722, 6202
1064, -216.544, 1328.11, 6202
1064, -216.921, 1196.47, 6202
1064, -197.723, 1146.09, 6202
1064, -213.481, 1451.27, 6202
1064, -205.053, 1409.44, 6202
1064, -214.102, 1099.97, 6202
1064, -213.26, 1066.72, 6202
1064, -203.723, 1042.4, 6202
1064, -210.349, 1299.48, 6202
1064, -199.957, 1278.39, 6202
1064, -212.5, 1218.09, 6202
1064, -202.711, 1373.26, 6202
1064, -200.244, 1385.53, 6202
1064, -202.5, 1256.88, 6202
1064, -202.5, 1129.8, 6202
1064, -108.463, 1471.8, 6178
1064, 51.7653, 326.023, 4989
1082, -222.364, 877.632, 6202
1082, -193.376, 909.558, 6202
1082, -225.799, 775.277, 6202
1082, -194.464, 813.918, 6202
1082, -225.846, 566.505, 6202
1082, -225.296, 441.547, 6202
1082, -227.281, 318.106, 6202
1082, -226.327, 185.819, 6202
1082, -224.616, 50.6196, 6202
1082, -223.053, 973.558, 6202
