# format: x, y, z, (trackId)+
413, -79.883, 648.863, 1626
413, -59.9773, 1151.5, 215
413, -50.685, 234.502, 465
413, -48.3656, 447.79, 572
413, -39.848, 1103.93, 96
413, -31.241, 714.339, 1166
413, -33.3628, 500.522, 9115
413, -24.7396, 1295.4, 484
413, -21.8731, 265.385, 43
413, -22.442, 1276.18, 484
413, -10.5241, 433.883, 514
413, -14.7116, 357.269, 8787
413, -6.98774, 938.364, 1055
413, -12.5, 923.114, 1055
413, 3.72651, 275.336, 442
413, 5.95584, 179.767, 787
413, 9.38924, 231.915, 442
413, 9.25578, 298.198, 574
413, 32.7608, 1266.93, 261
413, 35.046, 990.124, 9844
413, 33.5346, 356.129, 1065
413, 32.5, 1249.41, 261
413, 34.9147, 907.308, 1081
413, 37.5, 1281.73, 261
413, 45.2224, 509.859, 942
413, 58.1696, 733.724, 848
413, 75.1904, 744.798, 848
413, 56.1789, 705.575, 1094
413, 63.3193, 79.6804, 2186
413, 79.1809, 1134.17, 175
413, 76.9443, 1111.94, 175
413, 86.6872, 691.131, 1074
413, 99.9995, 170.937, 530
413, 90.9374, 19.904, 8777
413, 94.6096, 1077.4, 661
413, 97.5, 1023.13, 110
413, 97.5, 196.242, 3526
425, -102.233, 1329.36, 1140
425, -82.8829, 662.137, 1626
425, -62.9428, 1193.1, 215
425, -60.123, 241.669, 465
425, -60.0518, 1170.74, 215
425, -43.3343, 1132.9, 96
425, -49.1282, 464.736, 572
425, -35.602, 733.446, 1166
425, -35.6074, 515.569, 9115
425, -27.7749, 1337.26, 484
425, -22.8359, 273.382, 43
425, -25.6033, 1317.15, 484
425, -15.8658, 367.265, 8787
425, -11.5809, 441.747, 514
425, -6.75325, 959.624, 1055
425, 5.77103, 282.086, 1047
425, 9.84934, 236.41, 442
425, 6.7383, 185.177, 787
425, 10.2208, 305.55, 574
425, 33.0546, 1299.29, 261
425, 34.9305, 993.727, 9844
425, 31.628, 940.616, 1081
425, 33.3543, 364.757, 1065
425, 44.5863, 530.722, 942
425, 50, 732.262, 2186
425, 67.6755, 81.2489, 2186
425, 77.0672, 757.428, 848
425, 80.3381, 1161.34, 175
425, 82.5, 776.103, 848
425, 91.1762, 704.918, 1074
425, 97.8807, 194.523, 3526
425, 93.6199, 19.6972, 8777
425, 100, 1076.95, 110
425, 97.5, 1056.12, 110
425, 97.5, 1033.3, 110
425, 99.047, 172.841, 530
437, -98.2534, 1414.22, 1140
437, -97.8918, 1352.91, 1140
437, -87.1779, 687.5, 1626
437, -67.3085, 248.268, 465
437, -63.2392, 1209.48, 96
437, -47.5513, 1165.77, 96
437, -48.9838, 474.888, 572
437, -40.3489, 752.285, 1166
437, -37.8822, 532.085, 9115
437, -28.7449, 1362.62, 484
437, -23.4145, 280.824, 43
437, -17.684, 380.542, 8787
437, -11.3596, 458.269, 514
437, -5.55424, 985.349, 1055
437, 8.5593, 290.821, 442
437, 12.2609, 244.509, 442
437, 7.3535, 190.671, 787
437, 11.2328, 315.836, 574
437, 29.3824, 962.326, 1081
437, 33.3816, 1344.43, 261
437, 33.4431, 1326.68, 261
437, 34.9225, 996.162, 9844
437, 32.5107, 376.119, 1065
437, 44.7831, 543.295, 942
437, 54.6708, 752.66, 2186
437, 72.341, 737.048, 2186
437, 75.0118, 83.1844, 2186
437, 81.4965, 1188.76, 175
437, 81.7264, 788.048, 848
437, 83.4659, 1209.01, 175
437, 95.5665, 20.6559, 8777
437, 96.2364, 1131.74, 661
437, 99.3835, 734.509, 1074
437, 102.452, 1068.34, 110
437, 100.754, 177.655, 530
437, 102.5, 1147.49, 661
437, 102.5, 209.573, 3526
449, -90.0654, 701.407, 1626
449, -84.0888, 1407.84, 1140
449, -76.5861, 256.216, 465
449, -66.6507, 1262.71, 215
449, -51.8311, 1193.36, 96
449, -44.1142, 766.016, 1166
449, -49.0106, 489.223, 572
449, -40.0184, 546.027, 9115
449, -32.5779, 1413.91, 484
449, -30.4797, 1391.75, 484
449, -25.0282, 289.726, 43
449, -19.6106, 389.191, 8787
449, -12.7643, 468.393, 514
449, -4.84822, 1018.12, 1055
449, 7.77024, 195.771, 787
449, 12.4103, 325.071, 574
449, 11.5652, 297.569, 1047
449, 13.2917, 248.964, 442
449, 34.3083, 999.665, 9844
449, 33.3281, 1364.52, 261
449, 32.0574, 388.263, 1065
449, 33.7582, 1386.05, 261
449, 37.5, 1355.76, 261
449, 44.2268, 556.831, 942
449, 50.438, 767.772, 1094
449, 81.5182, 738.896, 2186
449, 81.7834, 87.5559, 2186
449, 83.6783, 1219.46, 175
449, 84.8971, 813.421, 848
449, 87.5, 1237.83, 175
449, 96.651, 1157.63, 661
449, 97.1296, 20.6417, 8777
449, 98.802, 1172.99, 661
449, 105.797, 753.1, 1074
449, 103.389, 180.892, 530
449, 107.106, 1104.17, 110
461, -94.5577, 725.342, 1626
461, -79.2614, 259.323, 465
461, -75.9315, 1429.43, 1140
461, -68.0656, 1286.65, 215
461, -62.5, 1269.16, 215
461, -56.1879, 1227.1, 96
461, -49.0578, 783.134, 1166
461, -48.7087, 499.78, 572
461, -42.0985, 560.787, 9115
461, -33.5653, 1438.54, 484
461, -26.451, 297.524, 43
461, -21.1543, 400.538, 8787
461, -14.4366, 476.572, 514
461, -4.21719, 1038.42, 1055
461, 8.82212, 200.751, 787
461, 14.2088, 332.106, 1047
461, 14.0995, 304.426, 1047
461, 16.0817, 257.743, 442
461, 33.4507, 1002.86, 9844
461, 31.6628, 391.81, 1065
461, 33.6441, 1406.38, 261
461, 44.3134, 571.366, 942
461, 48.4285, 783.866, 1094
461, 85.0375, 740.679, 2186
461, 85.8518, 1257.1, 175
461, 86.8811, 827.123, 848
461, 90.6349, 90.3068, 2186
461, 98.4376, 1197.54, 661
461, 98.9378, 20.7221, 8777
461, 106.093, 187.152, 530
461, 110.6, 1137.47, 110
461, 110.655, 775.997, 1074
461, 112.5, 791.291, 1074
473, -97.5772, 741.869, 1626
473, -92.7101, 269.406, 465
473, -59.8766, 1492.49, 1140
473, -70.084, 1319.09, 215
473, -67.5, 1298.14, 215
473, -61.1002, 1253.05, 96
473, -54.4476, 802.96, 1166
473, -44.0715, 573.253, 9115
473, -48.3883, 516.999, 572
473, -36.0549, 1478.33, 484
473, -26.9804, 301.253, 43
473, -22.6079, 408.145, 8787
473, -14.7537, 495.375, 514
473, -7.5, 1072.6, 1055
473, -2.61528, 1062.27, 1055
473, 15.0066, 342.373, 574
473, 9.4746, 205.707, 787
473, 19.1503, 1050.82, 1081
473, 18.4733, 314.503, 1047
473, 18.1434, 263.555, 442
473, 34.024, 1452.75, 261
473, 32.5272, 1006.42, 9844
473, 30.6651, 406.638, 1065
